d03,v05,d08,d9,d10,d11,d12,d13,d14,d16,D16_1,Q15_new,Q16_new,np
Gaza strip,City,Female,53,yes,Preparatory,Housewife,Unemployed,Married,8,Family income does not cover our expenses we face some difficulties in covering,Hamas,I will not participate in the elections,Old
Gaza strip,City,Male,27,no,Associatte Diploma,Worker,Private and NGos,Married,3,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,not decided,New
Gaza strip,camp,Female,41,yes,Associatte Diploma,Housewife,Unemployed,Married,7,The family income covers the expenses of our needs without facing any difficulties,None of the above / No opinion / I do not know / I do not remember,not decided,Old
Gaza strip,camp,Female,50,yes,Preparatory,Housewife,Unemployed,Married,7,The family income covers our needs well and we can save,None of the above / No opinion / I do not know / I do not remember,not decided,Old
Gaza strip,City,Male,33,yes,Secondary,Worker,Private and NGos,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,Hamas,not decided,Old
Gaza strip,City,Male,42,yes,Secondary,Employee,Public sector,Married,5,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
Gaza strip,City,Male,48,no,BA\ BSc,Employee,Private and NGos,Married,5,The family income covers the expenses of our needs without facing any difficulties,Others,Others,Old
Gaza strip,City,Male,31,yes,Associatte Diploma,Worker,Private and NGos,Married,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,City,Male,25,yes,Associatte Diploma,unemployed,Unemployed,Single,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,City,Male,33,yes,Secondary,Worker,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,I will not participate in the elections,Old
Gaza strip,City,Male,40,yes,Preparatory,"Professional, craftsman, specialist",Private and NGos,Married,3,Family income does not cover our expenses we face some difficulties in covering,Fateh,not decided,Old
Gaza strip,City,Male,30,yes,BA\ BSc,Employee,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,not decided,New
Gaza strip,camp,Male,52,yes,Preparatory,Worker,Private and NGos,Married,10,Family income does not cover our expenses we face some difficulties in covering,Hamas,not decided,Old
Gaza strip,City,Female,51,yes,Preparatory,Housewife,Unemployed,Married,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
Gaza strip,City,Female,48,no,Elementary,Housewife,Unemployed,Married,11,Family income does not cover the expenses of our needs and we face great difficulties in covering,Hamas,Hamas,Old
Gaza strip,City,Female,33,yes,Secondary,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Others,Old
Gaza strip,City,Female,52,no,Illiterate,Housewife,Unemployed,Married,9,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
Gaza strip,City,Male,36,yes,Preparatory,Employee,Private and NGos,Married,7,The family income covers our needs well and we can save,Hamas,I will not participate in the elections,Old
Gaza strip,City,Female,58,yes,Elementary,"Professional, craftsman, specialist",Private and NGos,Married,11,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,I will not participate in the elections,Old
Gaza strip,City,Male,38,yes,Associatte Diploma,unemployed,Unemployed,Married,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,I will not participate in the elections,Old
Gaza strip,City,Female,55,yes,Associatte Diploma,Employee,Public sector,Married,5,The family income covers the expenses of our needs without facing any difficulties,Fateh,I will not participate in the elections,Old
Gaza strip,City,Male,54,no,Secondary,Worker,Private and NGos,Married,9,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,I will not participate in the elections,Old
Gaza strip,City,Male,61,no,Master Degree and Above,retired,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,Others,not decided,Old
Gaza strip,City,Female,19,yes,Secondary,Student,Unemployed,Single,6,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,Fateh,New
Gaza strip,City,Female,38,yes,Master Degree and Above,Employee,Private and NGos,Married,8,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
Gaza strip,City,Female,28,yes,Secondary,Housewife,Unemployed,Married,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,City,Female,25,yes,Associatte Diploma,unemployed,Private and NGos,Single,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,camp,Female,41,yes,Associatte Diploma,Housewife,Private and NGos,Married,8,The family income covers the expenses of our needs without facing any difficulties,Others,I will not participate in the elections,Old
Gaza strip,camp,Male,23,yes,BA\ BSc,Employee,Private and NGos,Single,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,camp,Female,18,yes,Secondary,Student,Unemployed,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
Gaza strip,City,Female,69,yes,Secondary,Housewife,Unemployed,Married,3,Family income does not cover our expenses we face some difficulties in covering,Hamas,I will not participate in the elections,Old
Gaza strip,City,Female,37,yes,Associatte Diploma,Housewife,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
Gaza strip,City,Female,62,yes,Preparatory,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,Hamas,I will not participate in the elections,Old
